QA-ID,question,selected_model,answer,Completeness,Correctness,Fluency,Notes
QA-50,"ما الشروط الواجب توافرها بالشخص (التلميذ) الذي
يرغب أن يتدرب، ويتعلم مهنة او حرفة لدى صاحب العمل؟",qwen,"{
""applicable"": true,
""issue"": ""الشروط الواجب توافرها في الشخص الراغب في التدرب وتعلم مهنة أو حرفة لدى صاحب العمل باعتباره تلميذاً مهنياً"",
""rules"": [""يجب أن يكون قد أتم الخامسة عشرة من عمره"", ""يجب أن يتعاقد مع المنشأة بقصد تعلم مهنة خلال مدة محددة وفقاً للشروط والقواعد التي يتفق عليها"", ""يجب أن يكون عقد التلمذة المهنية مكتوباً ومحرراً من ثلاث نسخ، واحدة لكل من طرفيه وتوضع الثالثة بالجهة المختصة بالوزارة خلال أسبوع للتصديق عليها"", ""يجب أن يحدد العقد المهنة ومدة تعلمها ومراحلها المتتابعة والمكافأة بصورة متدرجة في كل مرحلة على ألا تقل في المرحلة الأخيرة عن الحد الأدنى المقرر لأجر العمل المماثل"", ""لا يجوز تحديد المكافأة على أساس الإنتاج أو القطعة""],
""analysis"": ""تنص المادة (12) على أن التلميذ المهني هو كل شخص أتم الخامسة عشرة من عمره ويتعاقد مع المنشأة بقصد تعلم مهنة خلال مدة محددة وفقاً للشروط والقواعد التي يتفق عليها، وأن أحكام تشغيل الأحداث تسري عليه فيما لم يرد فيه نص خاص. كما تنص المادة (13) على شروط عقد التلمذة المهنية، وهي: أن يكون مكتوباً ومحرراً من ثلاث نسخ، تُودع إحداها بالجهة المختصة بالوزارة خلال أسبوع للتصديق، وأن يحدد العقد المهنة ومدة التعلم ومراحلها والمكافأة المتدرجة، مع حظر تحديد المكافأة على أساس الإنتاج أو القطعة. وبما أن السؤال يطلب الشروط الواجب توافرها في الشخص (التلميذ) نفسه، فإن الشرط الشخصي الوحيد المذكور صراحة في المواد المسترجعة هو بلوغ سن الخامسة عشرة، أما باقي الشروط فهي تتعلق بعقد التلمذة كشكل ومضمون، وهي شروط تُطبَّق على العلاقة التعاقدية بين الطرفين، ولا تُعد شروطاً شخصية في التلميذ فحسب، لكنها تُستخلص من النصوص المذكورة كمتطلبات لانعقاد التلمذة المهنية بشكل مشروع، وبالتالي تدخل ضمن الإجابة لأنها شروط واجبة التحقق لكي يُعتبر الشخص تلميذاً مهنياً وفق القانون."",
""final_answer"": ""يجب أن يكون التلميذ قد أتم الخامسة عشرة من عمره، وأن يتعاقد مع المنشأة بقصد تعلم مهنة خلال مدة محددة وفقاً للشروط والقواعد التي يتفق عليها، وأن يُبرم عقد التلمذة المهنية كتابةً على ثلاث نسخ تُودع إحداها بالجهة المختصة بالوزارة خلال أسبوع للتصديق، وأن يحدد العقد المهنة ومدة التعلم ومراحلها المتتابعة والمكافأة بصورة متدرجة في كل مرحلة على ألا تقل في المرحلة الأخيرة عن الحد الأدنى المقرر لأجر العمل المماثل، مع حظر تحديد المكافأة على أساس الإنتاج أو القطعة."",
""referenced_articles"": [""12"", ""13""]
}",4,5,5.0,الجواب دقيق في فهم زاوية السؤال ولاحظها بدقة وذكرها في الجواب (وبما أن السؤال يطلب الشروط الواجب توافرها في الشخص (التلميذ) نفسه،..) وان ذكره الاحكام الاخرى رغم انها ليست جواب مباشر لزاوية السؤال لكن بررها بانه ممكن اعتبارها متطلبات لعقد التلمذة ليكون مشروع وهو استطراد متسق وسلس
QA-04,"انا اعمل لدى شركة وحدثت لي إصابة اثناء العمل  وبسببها بتاريخ 3/2/2010  وكنت اتلقى العلاج في المستشفى على مدى عدة اشهر وقد تقرير طبي من وزارة الصحة في تاريخ 12/10/2010 يثبت وجود عجز دائم بنسبة 15% من قدرة الجسم. الشركة منحتني أسبوع واحد فقط إجازة مرضية، ولم تمنحني اجري خلال كامل فترة العلاج فهل لي الحق في المطالبة باجري خلال فترة العلاج؟
وكيف يتم حسابها؟",gpt4o,"{
    ""applicable"": true,
    ""issue"": ""هل يحق للعامل المصاب بإصابة عمل المطالبة بأجره خلال فترة العلاج؟"",
    ""rules"": [
        ""مادة 92: للعامل المصاب بإصابة عمل أو مرض مهني الحق في تقاضي أجره طوال فترة العلاج التي يحددها الطبيب وإذا زادت فترة العلاج على ستة أشهر يدفع له نصف الأجر فقط حتى شفاؤه أو تثبيت عاهته أو يتوفى."",
        ""مادة 90: يتحمل صاحب العمل نفقات علاج العامل المصاب من إصابات العمل وأمراض المهنة بأحد المستشفيات الحكومية أو دور العلاج الأهلية التي يحددها بما في ذلك قيمة الأدوية ومصروفات الانتقال ويحدد الطبيب المعالج في تقريره فترة العلاج ونسبة العجز المتخلف عن الإصابة ومدى قدرة العامل على الاستمرار في مباشرة العمل.""
    ],
    ""analysis"": ""وفقًا للمادة 92، يحق للعامل المصاب بإصابة عمل تقاضي أجره طوال فترة العلاج التي يحددها الطبيب. وبما أن التقرير الطبي الصادر في 12/10/2010 يثبت وجود عجز دائم بنسبة 15%، فإن فترة العلاج قد تم تحديدها. إذا زادت فترة العلاج على ستة أشهر، يدفع للعامل نصف الأجر فقط. نظرًا لأن العامل تلقى العلاج على مدى عدة أشهر، فإنه يحق له تقاضي أجره الكامل خلال فترة العلاج المحددة من قبل الطبيب حتى ستة أشهر، وبعد ذلك نصف الأجر حتى تثبيت العجز."",
    ""final_answer"": ""يحق للعامل المطالبة بأجره الكامل خلال فترة العلاج المحددة من قبل الطبيب حتى ستة أشهر، وبعد ذلك نصف الأجر حتى تثبيت العجز."",
    ""referenced_articles"": [
        ""92"",
        ""90""
    ]
}",3,4,3.0,النص صحيح لكن رقم المادة93 وليس 92 
QA-09,تم الاتفاق مع موظف لدينا في عقد العمل على ان تكون اجازته السنوية 15 يوم، والان عند تسويه مستحقاته في نهاية العقد يطالبنا بمقابل اجازات إضافية فهل يحق له ذلك ؟,llama,"{
""applicable"": true,
""issue"": ""حساب إضافي لأجازات السنوية"",
""rules"": [
{
""article"": ""مادة 70"",
""paragraph"": ""لا تقل عن ثلاثين يوم عمل مدفوعة الأجر""
},
{
""article"": ""مادة 71"",
""paragraph"": ""يستحق العامل إجازة عن السنة الأولى بعد قضائه ستة أشهر على الأقل في خدمة صاحب العمل""
}
],
""analysis"": ""العمل يخول للعامل الحق في إجازة سنوية لا تقل عن ثلاثين يوم عمل مدفوعة الأجر، ويتطلب أن يستحق العامل إجازة عن السنة الأولى بعد قضائه ستة أشهر على الأقل في خدمة صاحب العمل. في هذه الحالة، يعتبر العامل مستحقاً لأجازة إضافية."",
""final_answer"": ""نعم، يحق للعامل الحصول على إجازة إضافية."",
""referenced_articles"": [
""مادة 70"",
""مادة 71""
]
}",2,2,2.0,
QA-18,هل تسري أحكام قانون العمل على جميع أفراد المجتمع؟,gpt4o,"{
""applicable"": true,
""issue"": ""هل تسري أحكام قانون العمل على جميع أفراد المجتمع؟"",
""rules"": [
  ""مادة 2: تسري أحكام هذا القانون علي العاملين في القطاع الأهلي."",
  ""مادة 4: تسري أحكام هذا القانون علي القطاع النفطي فيما لم يرد بشأنه نص في قانون العمل في قطاع الأعمال النفطية أو يكون النص في هذا القانون أكثر فائدة للعامل."",
  ""مادة 3: تسري أحكام هذا القانون علي عقد العمل البحري فيما لم يرد بشأنه نص في قانون التجارة البحرية أو يكون النص في هذا القانون أكثر فائدة للعامل.""
],
""analysis"": ""وفقًا للمواد المسترجعة، تسري أحكام قانون العمل على العاملين في القطاع الأهلي، القطاع النفطي، وعقد العمل البحري. لا تشير المواد إلى سريان القانون على جميع أفراد المجتمع، بل تقتصر على فئات معينة من العمال في قطاعات محددة."",
""final_answer"": ""لا، أحكام قانون العمل لا تسري على جميع أفراد المجتمع، بل تقتصر على العاملين في قطاعات محددة مثل القطاع الأهلي والنفطي والبحري."",
""referenced_articles"": [
  ""2"",
  ""4"",
  ""3""
]
}",3,3,3.0,
QA-14,موظف لدينا نقوم حاليا بتسوية وحساب مكافأة نهاية الخدمة له لانتهاء عقد عمله. كنا نعطيه بونص كل سنة من 2012 وحتى 2016 بسبب تحقيقه أرباح للشركة ولكن تختلف قيمتها من سنة لاخرى بحسب الأداء. هل نضيف البونص الى عناصر الاجر؟,deepseek,"{
    ""applicable"": true,
    ""issue"": ""هل يُعتبر البونص السنوي المتغير حسب الأداء من عناصر الأجر التي تدخل في حساب مكافأة نهاية الخدمة؟"",
    ""rules"": [""مادة 55: تُعرِّف الأجر بأنه ما يتقاضاه العامل من أجر أساسي مضافاً إليه كافة العناصر المنصوص عليها في العقد أو لوائح صاحب العمل، ويدخل في حساب الأجر ما يتقاضاه العامل بصفة دورية من علاوات أو مكافآت أو بدلات أو منح أو هبات أو مزايا نقدية."", ""مادة 51: تحدد كيفية حساب مكافأة نهاية الخدمة بناءً على الأجر."", ""مادة 62: تحدد أن حساب مستحقات العامل يراعي آخر أجر تقاضاه، وتُقدَّر المزايا النقدية بمتوسط ما تقاضاه العامل منها خلال الاثني عشر شهراً الأخيرة.""],
    ""analysis"": ""بناءً على المادة 55، يُعتبر البونص السنوي الذي يتقاضاه العامل 'بصفة دورية' (سنوياً من 2012 إلى 2016) من 'المكافآت' التي تدخل في تعريف الأجر. نظراً لأن البونص مُنح بسبب تحقيق أرباح للشركة (أي مرتبط بالعمل)، ويُدفع بشكل دوري (سنوياً)، فإنه يُعد عنصراً من عناصر الأجر وفقاً للنص. بالتالي، عند حساب مكافأة نهاية الخدمة وفق المادة 51 (التي تعتمد على الأجر)، يجب أخذ البونص في الاعتبار. وتطبيقاً للمادة 62، يُحسب متوسط البونص خلال الاثني عشر شهراً الأخيرة من الخدمة (أو نسبة المدة إذا كانت الخدمة أقل من سنة) لإدراجه في حساب 'آخر أجر' المستخدم في حساب المكافأة."",
    ""final_answer"": ""نعم، يجب إضافة البونص السنوي إلى عناصر الأجر عند حساب مكافأة نهاية الخدمة، لأنه مكافأة دورية تدخل في تعريف الأجر وفق المادة 55، ويُحسب متوسط قيمته خلال الاثني عشر شهراً الأخيرة من الخدمة طبقاً للمادة 62."",
    ""referenced_articles"": [""55"", ""51"", ""62""]
}",5,2,5.0,سبب تدني الصحة ليس لان الاستدلال من نصوص القانون غير صحيح، لكن لان استقرت احكام محكمة التمييز على فيما يتعلق بالمنحه أو المكافأة (البونص) على لزوم توفر الشروط الثلاثة فيها (العموم والاستمرار والثبات) حتى يتم إدخالها ضمن عناصر الأجر الذي تحسب على أساسه مكافأة نهاية الخدمة وفي الحالة الماثلة، لا يوجد ثبات في قيمة البونص. بمعنى ان الاجابة هنا لتكون صحيحة ودقيقه تتطلب الرجوع الى السوابق القضائية التي قد تفصل في امور او شروط غير مذكورة صراحة في القانون
QA-98,كيف يحسب المقابل النقدي لإجازة العامل؟,deepseek,"{
    ""applicable"": true,
    ""issue"": ""كيفية حساب المقابل النقدي لإجازة العامل في حالة انتهاء عقده"",
    ""rules"": [""يتم حساب المقابل النقدي لأيام الإجازة السنوية المجتمعة عند انتهاء العقد وفقًا للمادة 72، مع مراعاة أن حساب مستحقات العامل يكون بناءً على آخر أجر تقاضاه وفقًا للمادة 62، حيث إذا كان الأجر بالقطعة فيُحسب بمتوسط ما تقاضاه خلال أيام العمل الفعلية في الأشهر الثلاثة الأخيرة، وتُقدَّر المزايا النقدية والعينية بمتوسط ما تقاضاه خلال الاثني عشر شهرًا الأخيرة، وإذا قلت مدة الخدمة عن سنة فيُحسب المتوسط بنسبة المدة. كما تنص المادة 70 على أن الإجازة السنوية لا تقل عن 30 يوم عمل مدفوعة الأجر، ويستحق العامل إجازة عن كسور السنة بنسبة ما قضاه منها في العمل.""],
    ""analysis"": ""بناءً على المواد القانونية المقدمة، يحسب المقابل النقدي لإجازة العامل عند انتهاء عقده وفقًا للمادة 72 التي تمنح العامل الحق في الحصول على مقابل نقدي لأيام إجازاته السنوية المجتمعة. ولحساب هذا المقابل، يجب الرجوع إلى المادة 62 التي تحدد طريقة حساب مستحقات العامل بناءً على آخر أجر تقاضاه، مع تفصيل خاص للأجر بالقطعة والمزايا النقدية والعينية. بالإضافة إلى ذلك، تحدد المادة 70 مدة الإجازة السنوية (30 يوم عمل) وكيفية حساب الإجازة عن كسور السنة. لا تنطبق المواد الأخرى (67، 73، 77، 68، 57) على هذا السؤال مباشرةً لأنها تتعلق بمواضيع مختلفة مثل الراحة الأسبوعية، التنازل عن الإجازة، الإجازات الخاصة، الإجازات الرسمية، ودفع المستحقات عبر الحسابات المصرفية."",
    ""final_answer"": ""يحسب المقابل النقدي لإجازة العامل عند انتهاء عقده بناءً على آخر أجر تقاضاه (المادة 62)، حيث إذا كان الأجر بالقطعة فيُحسب بمتوسط ما تقاضاه خلال أيام العمل الفعلية في الأشهر الثلاثة الأخيرة، وتُقدَّر المزايا النقدية والعينية بمتوسط ما تقاضاه خلال الاثني عشر شهرًا الأخيرة (أو بنسبة المدة إذا قلت الخدمة عن سنة). ثم يُطبق هذا الحساب على أيام الإجازة السنوية المستحقة (30 يوم عمل كحد أدنى وفقًا للمادة 70)، بما في ذلك كسور السنة بنسبة المدة القضائية في العمل."",
    ""referenced_articles"": [""62"", ""72"", ""70""]
}",5,4,3.0,
QA-85,هل يجب على العامل إبلاغ صاحب العمل عند إصابته في حادث بسبب العمل؟,llama,"{
""applicable"": true,
""issue"": ""إبلاغ صاحب العمل عند إصابته في حادث بسبب العمل"",
""rules"": [
""Matter 89: يجب على صاحب العمل إبلاغ الحادث فور وقوعه أو فور علمه به إلى كل من مخفر الشرطة، إدارة العمل، ومؤسسة التأمينات الاجتماعية أو شركة التأمين المؤمن على العمال."",
""Matter 89: يجوز أن يقوم العامل بهذا الإبلاغ إذا سمحت حالته بذلك."",
""Matter 89: يجوز لمن يمثله القيام بإبلاغ الحادث."",
""Matter 83: يجب على صاحب العمل أن يبين للعامل مخاطر العمل ووسائل الوقاية التي يجب عليها اتخاذها."",
""Matter 82: يجب على صاحب العمل اتخاذ كافة احتياطات السلامة اللازمة لحماية العمال والآلات والمواد المتداولة في المنشأة والمترددين عليها من مخاطر العمل.""
],
""analysis"": ""يجب على العامل إبلاغ صاحب العمل عند إصابته في حادث بسبب العمل، وفقًا لمادة 89 من قانون العمل الكويتي."",
""final_answer"": ""نعم، يجب على العامل إبلاغ صاحب العمل عند إصابته في حادث بسبب العمل."",
""referenced_articles"": [
""Article 89"",
""Article 83"",
""Article 82""
]
}",5,4,3.0,
QA-49,هل يجوز إنهاء عقد التدريب المهني؟,gpt4o,"{
""applicable"": true,
""issue"": ""هل يجوز إنهاء عقد التدريب المهني؟"",
""rules"": [
    ""مادة 14: لصاحب العمل أن ينهى عقد التلمذة إذا أخل التلميذ بواجباته المترتبة على العقد أو ثبت من التقارير الدورية عنه عدم استعداده للتعليم. كما يجوز للتلميذ إنهاء العقد وعلى الراغب فى إنهاء العقد إخطار الطرف الآخر برغبته فى ذلك قبل سبعة أيام على الأقل."",
    ""مادة 18: يلتزم التلميذ المهنى والعامل المتدرب بأن يعمل بعد انتهاء مدة تعليمه أو تدريبه لدى صاحب العمل لمدة مماثلة لمدة التلمذة أو التدريب وبحد أقصى خمس سنوات. فإذا أخل بهذا الالتزام كان لصاحب العمل أن يسترد منه المصروفات التى تحملها فى سبيل تعليمه أو تدريبه بنسبة ما تبقى من المدة الواجب قضاؤها فى العمل.""
],
""analysis"": ""وفقًا للمادة 14، يمكن لصاحب العمل إنهاء عقد التدريب المهني إذا أخل المتدرب بواجباته أو أظهر عدم استعداده للتعلم. كما يمكن للمتدرب إنهاء العقد بشرط إخطار الطرف الآخر قبل سبعة أيام. المادة 18 تشير إلى التزام المتدرب بالعمل لدى صاحب العمل بعد انتهاء التدريب، وفي حال الإخلال بهذا الالتزام، يحق لصاحب العمل استرداد المصروفات بنسبة ما تبقى من المدة الواجب قضاؤها."",
""final_answer"": ""يجوز إنهاء عقد التدريب المهني إذا أخل المتدرب بواجباته أو أظهر عدم استعداده للتعلم، أو إذا رغب المتدرب في إنهاء العقد بشرط الإخطار المسبق."",
""referenced_articles"": [
    ""14"",
    ""18""
]
}",5,5,4.0,
QA-07,كنت أعمل لدى شركة وعند انتهاء عملي طالبتها بإرجاع جواز السفر لكنها رفضت مما ترتب عليها وقوع أضرار علي فرفعت مباشرة دعوى على الشركة لمطالبتها بإرجاع جوزا السفر وتعويضي عن الأضرار الناجمة عن حبسه. ما هو الحكم القضائي الراجح في هذه الدعوى؟,deepseek,"{
    ""applicable"": false,
    ""issue"": """",
    ""rules"": [],
    ""analysis"": """",
    ""final_answer"": """",
    ""referenced_articles"": []
}",1,1,1.0,
QA-60,"هل هناك حالات لفصل العامل دون الحصول على مكافأة نهاية خدمة أو تعويض؟
ما هذه الحالات؟",deepseek,"{
    ""applicable"": true,
    ""issue"": ""تحديد الحالات التي يجوز فيها فصل العامل دون استحقاقه لمكافأة نهاية الخدمة أو تعويض وفقًا لقانون العمل الكويتي."",
    ""rules"": [""مادة 41: تنص على أن لصاحب العمل فصل العامل دون إخطار أو تعويض أو مكافأة في حالات محددة، مع الإشارة إلى أن الفصل في بعض الحالات الأخرى لا يحرم العامل من مكافأة نهاية الخدمة، وللعامل حق الطعن في القرار.""],
    ""analysis"": ""بناءً على المادة 41، يمكن تحديد الحالات التي يجوز فيها فصل العامل دون الحصول على مكافأة نهاية الخدمة أو تعويض. تنقسم هذه الحالات إلى فئتين: (أ) حالات الفصل دون إخطار أو تعويض أو مكافأة، وتشمل: 1- ارتكاب خطأ نتجت عنه خسارة جسيمة لصاحب العمل. 2- الحصول على العمل نتيجة غش أو تدليس. 3- إفشاء أسرار المنشأة مما تسبب أو كان من شأنه أن يتسبب بخسارة محققة لها. (ب) حالات فصل أخرى لا تحرم العامل من مكافأة نهاية الخدمة، وتشمل حالات مثل الحكم بجريمة ماسة بالشرف أو الأمانة أو الأخلاق، أو ارتكاب عمل مخِل بالآداب العامة في مكان العمل، أو الاعتداء على زملاء العمل أو صاحب العمل، أو الإخلال بالالتزامات التعاقدية أو القانونية، أو المخالفة المتكررة لتعليمات صاحب العمل. في هذه الحالات (ب)، يحتفظ العامل بحقه في مكافأة نهاية الخدمة، ولا يُعتبر الفصل فيها حرمانًا من المكافأة. كما تنص المادة على حق العامل في الطعن في قرار الفصل، وإذا ثبت تعسف صاحب العمل، يستحق العامل مكافأة نهاية الخدمة وتعويضًا عن الأضرار."",
    ""final_answer"": ""نعم، هناك حالات لفصل العامل دون الحصول على مكافأة نهاية خدمة أو تعويض، وهي محددة في المادة 41. تشمل هذه الحالات: 1- ارتكاب خطأ نتجت عنه خسارة جسيمة لصاحب العمل. 2- الحصول على العمل نتيجة غش أو تدليس. 3- إفشاء أسرار المنشأة مما تسبب أو كان من شأنه أن يتسبب بخسارة محققة لها. في هذه الحالات، يجوز لصاحب العمل فصل العامل دون إخطار أو تعويض أو مكافأة. أما الحالات الأخرى المذكورة في المادة 41 (ب) فلا تحرم العامل من مكافأة نهاية الخدمة."",
    ""referenced_articles"": [""مادة 41""]
}",4,5,4.0, مما يجب الانتباه له استخدام كلمات قد لا تسبب ارباك في الفهم مثل كلمة (تشمل هذه الحالات) والواقع ان هذه الحالات مذكور بسكل حصري فكلمة تشمل مربكة وغير دقيقه لكن مجمل الجواب فيه اجابة  صحيحة على السؤال 
QA-80,هل يجوز لصاحب العمل تحميل العامل أي نفقات مقابل توفير وسائل الحماية له؟,gpt4o,"{
""applicable"": true,
""issue"": ""هل يجوز لصاحب العمل تحميل العامل أي نفقات مقابل توفير وسائل الحماية له؟"",
""rules"": [
  ""مادة 82: يجب علي صاحب العمل اتخاذ كافة احتياطات السلامة اللازمة لحماية العمال والآلات والمواد المتداولة في المنشأة والمترددين عليها من مخاطر العمل مع توفير وسائل السلامة والصحة المهنية اللازمة لذلك والتي يصدر بشأنها قرار من الوزير المختص بعد أخذ رأي الجهات المعنية. ولا يجوز تحميل العامل أي نفقات أو اقتطاع مبالغ من أجره مقابل توفير وسائل الحماية له.""
],
""analysis"": ""وفقًا للمادة 82 من قانون العمل الكويتي، يُلزم صاحب العمل بتوفير وسائل السلامة والصحة المهنية اللازمة لحماية العمال دون تحميلهم أي نفقات أو اقتطاع مبالغ من أجرهم مقابل هذه الوسائل. وبالتالي، لا يجوز لصاحب العمل تحميل العامل أي نفقات مقابل توفير وسائل الحماية."",
""final_answer"": ""لا يجوز لصاحب العمل تحميل العامل أي نفقات مقابل توفير وسائل الحماية له."",
""referenced_articles"": [
  ""مادة 82""
]
}",5,4,5.0,نص المادة صحيح لكن الرقم 83 وليس 82
QA-62,هل صاحب العمل ملزم بإبلاغ (الوزارة) (الهيئة العامة للقوى العاملة) بقرار فصل العامل وأسبابه؟,qwen,"{
""applicable"": true,
""issue"": ""هل صاحب العمل ملزم بإبلاغ الوزارة (الهيئة العامة للقوى العاملة) بقرار فصل العامل وأسبابه؟"",
""rules"": [""مادة 41 ج: وفى جميع الأحوال يجب أن يبلغ صاحب العمل الوزارة بقرار الفصل وأسبابه وتتولى الوزارة إبلاغ جهاز إعادة هيكلة القوى العاملة.""],
""analysis"": ""تنص المادة 41 ج على التزام صاحب العمل بإبلاغ الوزارة بقرار الفصل وأسبابه في جميع الأحوال، دون استثناء أو شرط، ويُفهم من عبارة \""في جميع الأحوال\"" الشمولية المطلقة لهذا الالتزام. كما أن عبارة \""الوزارة\"" في هذه المادة تشير إلى وزارة الشؤون الاجتماعية والعمل، والتي كانت تُسمى لاحقًا الهيئة العامة للقوى العاملة وفقاً للهيكل التنظيمي، ولا يوجد في النصوص المقدمة ما يُغيّر أو يلغي هذا الالتزام أو يحيله إلى جهة أخرى. وبالتالي ينطبق الحكم مباشرة على الوقائع المطروحة."",
""final_answer"": ""نعم، صاحب العمل ملزم بإبلاغ الوزارة (الهيئة العامة للقوى العاملة) بقرار فصل العامل وأسبابه وفقاً لنص المادة 41 ج من قانون العمل الكويتي."",
""referenced_articles"": [""41""]
}",4,2,3.0,
QA-42,هل يجوز تشغيل الأحداث؟ ما السن المسموح به؟,llama,"{
""applicable"": true,
""issue"": ""تشغيل الأحداث"",
""rules"": [
{
""article"": ""مادة 20"",
""text"": ""يجوز بإذن من الوزارة تشغيل الأحداث ممن بلغوا الخامسة عشرة ولم يبلغوا الثامنة عشرة""
}
],
""analysis"": ""الاحتمال يعتمد على وجود إذن من الوزارة"",
""final_answer"": ""نعم، يجوز تشغيل الأحداث بشرط وجود إذن من الوزارة"",
""referenced_articles"": [
""مادة 20""
]
}",3,4,2.0,
QA-81,هل ألزم قانون العمل صاحب العمل التأمين على عماله ضد إصابات العمل وأمراض المهنة؟,deepseek,"{
    ""applicable"": true,
    ""issue"": ""هل ألزم قانون العمل صاحب العمل التأمين على عماله ضد إصابات العمل وأمراض المهنة؟"",
    ""rules"": [""مادة 87: يلتزم صاحب العمل بالتأمين على أعماله لدى شركات التأمين ضد إصابات العمل وأمراض المهنة."", ""مادة 88: عند تطبيق أحكام تأمين إصابات العمل وفقاً لقانون التأمينات الاجتماعية تحل هذه الأحكام بالنسبة للمؤمن عليهم الخاضعين لهذا التأمين محل الأحكام الواردة في المواد التالية بالنسبة لإصابات العمل وأمراض المهنة."", ""مادة 90: يتحمل صاحب العمل نفقات علاج العامل المصاب من إصابات العمل وأمراض المهنة.""],
    ""analysis"": ""تنص المادة 87 صراحةً على التزام صاحب العمل بالتأمين على أعماله لدى شركات التأمين ضد إصابات العمل وأمراض المهنة. وتوضح المادة 88 أن أحكام تأمين إصابات العمل وفقاً لقانون التأمينات الاجتماعية تحل محل الأحكام الواردة في المواد الأخرى بالنسبة لإصابات العمل وأمراض المهنة للمؤمن عليهم الخاضعين لهذا التأمين. كما تؤكد المادة 90 على تحمل صاحب العمل لنفقات علاج العامل المصاب من إصابات العمل وأمراض المهنة، مما يعزز الالتزام العام بحماية العمال من هذه المخاطر."",
    ""final_answer"": ""نعم، ألزم قانون العمل صاحب العمل بالتأمين على عماله ضد إصابات العمل وأمراض المهنة وفقاً للمادة 87، مع مراعاة أحكام قانون التأمينات الاجتماعية المنصوص عليها في المادة 88."",
    ""referenced_articles"": [""87"", ""88"", ""90""]
}",5,4,3.0,"مرة اخرى مجمل الاجابة يدل على الصحه لكن في عدة مرات  استخدم كلمات غير دقيقه (التامين على اعماله) والصحيح (على عماله) 
مره اخرى النصوص صحيحة لكن الارقام  الصحيحة على التوالي 88، 89، 91 وليس كما هو مذكور"
QA-118,ما العقوبة في حالة منع صاحب العمل أو من ينوب عنه الموظفين المختصين المكلفين بمراقبة تنفيذ أحكام القانون والقرارات الوزارية عن أداء واجبهم؟,qwen,"{
""applicable"": true,
""issue"": ""منع صاحب العمل أو من ينوب عنه الموظفين المختصين المكلفين بمراقبة تنفيذ أحكام قانون العمل والقرارات الوزارية عن أداء واجباتهم المنصوص عليها في المادتين (133) و(134)"",
""rules"": [""مادة 139: تنص على معاقبة كل من لم يمكن الموظفين المختصين الذين يحددهم الوزير من أداء واجباتهم المنصوص عليها في المادتين (133) و(134) بغرامة لا تقل عن خمسمائة دينار ولا تزيد على ألف دينار، وتضاعف الغرامة في حالة العود.""],
""analysis"": ""تنطبق مادة 139 مباشرةً على الوقائع المطروحة، إذ تشير صراحةً إلى عقوبة منع الموظفين المختصين من أداء واجباتهم المنصوص عليها في المادتين (133) و(134)، وهما المادتان اللتان تحددان اختصاصات الموظفين المكلفين بالمراقبة والتفتيش، بما في ذلك الحق في دخول أماكن العمل والاطلاع على السجلات وتحرير محاضر المخالفات (المادة 133) وحق إصدار محاضر المخالفة في حالات تهديد الصحة العامة أو سلامة العمال ورفعها للوزير لاتخاذ إجراءات الغلق أو الوقف (المادة 134). وبالتالي، فإن منع هؤلاء الموظفين يشكل مخالفة صريحة لهذه المادة، وتترتب عليها العقوبة المحددة فيها دون حاجة لاستناد إلى مواد أخرى."",
""final_answer"": ""يُعاقَب مرتكب الفعل بغرامة لا تقل عن خمسمائة دينار ولا تزيد على ألف دينار، وتضاعف الغرامة في حالة العود."",
""referenced_articles"": [""139""]
}",5,3,3.0,الذي عكر على الصحة بشكل ما هو ان نص المادة الصحيحة في الجةاب (لكن رقمها 140 وليس 139) احتوى على احالة الى ارقام مواد اخرى ويبدو ان النموذج يذهب الى ارقام المواد التي تسبقها مباشرة (برقم واحد) فيذكر احكام مختلفة 
